Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Mississippi,2019,47,2019-11-23,636,583,,130,24,31,14,29,12,14,,153,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2019,48,2019-11-30,597,556,14,114,17,24,11,33,17,14,12,144,28,0,0,,,,,,,,,,,,,,,
Mississippi,2019,49,2019-12-07,630,567,,129,24,28,15,31,13,,,152,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Mississippi,2019,50,2019-12-14,684,633,,116,13,37,22,56,13,18,11,169,42,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2019,51,2019-12-21,662,606,,135,19,38,18,39,,21,13,159,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2019,52,2019-12-28,608,560,,102,21,29,16,60,,13,,156,25,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2020,1,2020-01-04,673,603,,115,,42,19,52,10,13,,168,34,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,
Mississippi,2020,2,2020-01-11,646,612,,132,21,30,23,54,,23,,163,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2020,3,2020-01-18,621,560,,108,19,35,17,38,,17,12,156,33,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2020,4,2020-01-25,608,569,,115,22,32,16,44,15,22,12,144,30,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2020,5,2020-02-01,601,548,,125,20,29,18,52,13,11,,145,30,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2020,6,2020-02-08,701,634,,115,35,38,22,41,,18,,195,40,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2020,7,2020-02-15,642,591,,118,24,35,22,40,,17,,166,41,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Mississippi,2020,8,2020-02-22,623,573,,111,21,30,20,52,12,12,10,172,34,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2020,9,2020-02-29,662,615,,130,20,39,26,47,13,17,,163,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Mississippi,2020,10,2020-03-07,653,599,,129,28,28,23,47,13,11,14,163,26,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2020,11,2020-03-14,615,569,,123,17,31,26,40,10,17,10,145,24,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2020,12,2020-03-21,614,569,,123,24,37,17,41,10,16,11,147,32,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Mississippi,2020,13,2020-03-28,684,638,,144,28,38,25,60,,18,14,140,40,15,15,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2020,14,2020-04-04,697,658,10,120,21,31,24,53,,19,14,170,36,50,48,,,,,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2020,15,2020-04-11,679,640,,98,41,43,27,40,12,11,10,142,26,60,55,,,Suppressed (counts 1-9),,,,,,,,,,,,
Mississippi,2020,16,2020-04-18,718,668,,125,23,43,21,46,,20,14,161,39,62,53,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Mississippi,2020,17,2020-04-25,717,668,10,120,27,47,18,33,10,13,17,176,31,59,54,,,,,,,,,,,,,,,
Mississippi,2020,18,2020-05-02,702,656,,111,39,34,14,40,,,19,160,35,90,84,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Mississippi,2020,19,2020-05-09,673,636,,113,28,34,12,46,,,18,164,33,71,64,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Mississippi,2020,20,2020-05-16,596,568,,102,24,40,18,40,,14,23,130,23,62,56,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Missouri,2019,1,2019-01-05,1283,1157,23,281,35,55,22,77,31,39,13,286,59,0,0,,,,,,,,,,,,,,,
Missouri,2019,2,2019-01-12,1355,1242,25,288,43,58,31,80,18,24,,310,75,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,3,2019-01-19,1308,1206,19,269,38,54,23,84,26,30,,322,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,4,2019-01-26,1278,1158,29,256,25,50,19,92,26,22,,315,70,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,5,2019-02-02,1282,1167,19,242,41,49,31,92,23,31,10,310,67,0,0,,,,,,,,,,,,,,,
Missouri,2019,6,2019-02-09,1324,1195,20,263,42,55,37,75,25,24,,306,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,7,2019-02-16,1382,1261,16,242,33,55,29,103,25,44,,350,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,8,2019-02-23,1291,1192,17,269,27,54,37,78,30,31,,314,76,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,9,2019-03-02,1277,1166,14,263,42,41,23,69,23,30,11,330,59,0,0,,,,,,,,,,,,,,,
Missouri,2019,10,2019-03-09,1315,1203,14,279,33,58,37,92,20,29,16,312,59,0,0,,,,,,,,,,,,,,,
Missouri,2019,11,2019-03-16,1340,1226,15,285,33,61,37,82,24,27,13,314,61,0,0,,,,,,,,,,,,,,,
Missouri,2019,12,2019-03-23,1312,1206,16,282,40,57,34,80,40,34,,296,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,13,2019-03-30,1276,1177,18,240,38,63,30,86,27,34,12,306,69,0,0,,,,,,,,,,,,,,,
Missouri,2019,14,2019-04-06,1186,1093,14,234,31,50,32,65,13,37,,323,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,15,2019-04-13,1214,1092,20,235,41,51,24,71,36,28,,283,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,16,2019-04-20,1224,1120,12,260,25,45,19,74,28,30,,310,66,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,17,2019-04-27,1252,1157,16,244,42,46,18,95,24,31,15,335,56,0,0,,,,,,,,,,,,,,,
Missouri,2019,18,2019-05-04,1232,1116,17,258,27,51,10,64,38,39,,306,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,19,2019-05-11,1143,1039,21,253,20,45,20,72,20,38,,258,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,20,2019-05-18,1278,1158,14,261,30,43,26,72,17,33,12,328,73,0,0,,,,,,,,,,,,,,,
Missouri,2019,21,2019-05-25,1270,1168,23,274,32,51,14,87,28,25,11,308,77,0,0,,,,,,,,,,,,,,,
Missouri,2019,22,2019-06-01,1177,1060,17,228,26,49,23,84,23,32,,270,60,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,23,2019-06-08,1153,1043,17,228,31,45,14,70,27,25,11,275,62,0,0,,,,,,,,,,,,,,,
Missouri,2019,24,2019-06-15,1181,1055,11,268,40,45,23,70,31,23,,258,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,25,2019-06-22,1188,1086,17,240,32,50,13,82,27,29,,279,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,26,2019-06-29,1277,1156,19,251,34,51,14,71,31,33,,297,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,27,2019-07-06,1256,1131,20,255,34,61,17,81,23,22,12,318,66,0,0,,,,,,,,,,,,,,,
Missouri,2019,28,2019-07-13,1245,1111,12,257,30,62,18,63,22,33,11,304,66,0,0,,,,,,,,,,,,,,,
Missouri,2019,29,2019-07-20,1186,1071,18,268,35,59,15,57,17,25,,266,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,30,2019-07-27,1226,1103,25,244,29,57,27,66,27,30,,309,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,31,2019-08-03,1151,1031,12,256,27,41,25,61,27,34,19,251,60,0,0,,,,,,,,,,,,,,,
Missouri,2019,32,2019-08-10,1176,1043,12,262,21,62,21,46,25,23,,274,53,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,33,2019-08-17,1191,1051,13,242,26,67,19,70,19,28,,259,45,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,34,2019-08-24,1159,1017,24,256,28,59,11,67,16,25,11,252,53,0,0,,,,,,,,,,,,,,,
Missouri,2019,35,2019-08-31,1183,1048,22,247,32,47,15,60,26,29,11,279,59,0,0,,,,,,,,,,,,,,,
Missouri,2019,36,2019-09-07,1197,1074,19,257,23,54,21,65,23,34,11,285,54,0,0,,,,,,,,,,,,,,,
Missouri,2019,37,2019-09-14,1176,1067,22,279,24,46,11,68,31,30,10,267,64,0,0,,,,,,,,,,,,,,,
Missouri,2019,38,2019-09-21,1181,1056,15,264,22,45,15,64,27,27,,277,53,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,39,2019-09-28,1254,1127,20,278,35,60,15,76,29,26,16,273,68,0,0,,,,,,,,,,,,,,,
Missouri,2019,40,2019-10-05,1163,1042,12,244,31,39,18,67,23,31,16,269,65,0,0,,,,,,,,,,,,,,,
Missouri,2019,41,2019-10-12,1162,1038,25,247,30,48,13,60,23,19,,257,56,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,42,2019-10-19,1199,1093,26,279,32,53,19,51,23,28,,292,56,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,43,2019-10-26,1190,1073,15,243,31,68,14,66,21,24,12,274,69,0,0,,,,,,,,,,,,,,,
Missouri,2019,44,2019-11-02,1264,1156,13,257,31,54,14,85,44,31,16,288,72,0,0,,,,,,,,,,,,,,,
Missouri,2019,45,2019-11-09,1240,1124,23,264,31,66,13,53,22,35,12,274,70,0,0,,,,,,,,,,,,,,,
Missouri,2019,46,2019-11-16,1323,1197,22,265,39,63,24,71,28,30,,326,67,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2019,47,2019-11-23,1313,1184,26,285,35,57,13,76,21,29,12,293,57,0,0,,,,,,,,,,,,,,,
Missouri,2019,48,2019-11-30,1255,1131,19,233,34,54,24,70,41,28,10,320,52,0,0,,,,,,,,,,,,,,,
Missouri,2019,49,2019-12-07,1225,1108,22,213,26,60,21,83,29,31,14,308,66,0,0,,,,,,,,,,,,,,,
Missouri,2019,50,2019-12-14,1247,1120,14,264,31,63,15,78,22,26,10,295,53,0,0,,,,,,,,,,,,,,,
Missouri,2019,51,2019-12-21,1257,1124,22,244,29,53,17,77,22,31,16,316,54,0,0,,,,,,,,,,,,,,,
Missouri,2019,52,2019-12-28,1332,1210,25,258,34,57,25,90,36,30,,316,66,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,1,2020-01-04,1324,1203,18,262,31,64,23,91,41,29,,321,62,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,2,2020-01-11,1328,1214,20,243,41,57,32,80,31,29,13,332,65,0,0,,,,,,,,,,,,,,,
Missouri,2020,3,2020-01-18,1327,1218,16,246,31,60,23,90,35,27,10,323,69,0,0,,,,,,,,,,,,,,,
Missouri,2020,4,2020-01-25,1335,1242,31,259,20,60,33,92,35,21,10,328,69,0,0,,,,,,,,,,,,,,,
Missouri,2020,5,2020-02-01,1352,1225,19,278,38,59,43,84,33,39,10,295,68,0,0,,,,,,,,,,,,,,,
Missouri,2020,6,2020-02-08,1320,1197,23,255,33,45,29,84,29,52,,319,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,7,2020-02-15,1334,1221,25,272,36,53,28,97,32,31,,288,75,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,8,2020-02-22,1342,1234,21,252,33,65,43,83,42,40,,335,55,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,9,2020-02-29,1347,1231,24,239,31,60,43,70,40,38,,315,70,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,10,2020-03-07,1357,1237,23,270,39,52,39,108,47,27,11,314,64,0,0,,,,,,,,,,,,,,,
Missouri,2020,11,2020-03-14,1275,1161,15,233,37,40,43,93,34,31,10,319,62,0,0,,,,,,,,,,,,,,,
Missouri,2020,12,2020-03-21,1235,1145,23,244,26,46,44,80,36,43,,258,88,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Missouri,2020,13,2020-03-28,1285,1186,16,258,27,61,38,82,32,27,12,301,70,15,15,,,,,,,,,,,,,,,
Missouri,2020,14,2020-04-04,1242,1161,24,239,29,59,24,89,33,27,11,257,69,52,49,,,,,,,,,,,,,,,
Missouri,2020,15,2020-04-11,1383,1292,12,249,46,65,24,91,38,35,,308,67,85,83,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,16,2020-04-18,1246,1174,,221,37,67,21,69,21,30,13,315,66,75,74,,,Suppressed (counts 1-9),,,,,,,,,,,,
Missouri,2020,17,2020-04-25,1265,1186,17,263,24,52,27,61,31,33,10,264,63,97,91,,,,,,,,,,,,,,,
Missouri,2020,18,2020-05-02,1183,1134,21,234,27,60,20,63,27,34,10,258,59,95,89,,,,,,,,,,,,,,,
Missouri,2020,19,2020-05-09,1061,1020,16,216,25,48,13,48,33,36,,230,65,85,79,,,,,,,,,,,Suppressed (counts 1-9),,,,
Missouri,2020,20,2020-05-16,831,811,13,176,25,45,15,50,17,16,,179,37,38,36,,,,,,,,,,,Suppressed (counts 1-9),,,,
Montana,2019,1,2019-01-05,221,198,,49,,10,,17,,,,52,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,2,2019-01-12,207,188,,43,,,,14,,,,48,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,3,2019-01-19,210,186,,37,,,,19,,,,53,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,4,2019-01-26,227,207,,48,,,,18,,,0,50,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,5,2019-02-02,205,188,,50,,,,,,,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,6,2019-02-09,221,203,,39,,15,0,16,,,,58,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,7,2019-02-16,218,205,,43,,,,20,,,,49,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,8,2019-02-23,231,211,,43,,,,18,,,,54,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,9,2019-03-02,224,198,,43,,,,18,,,,51,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,10,2019-03-09,242,214,,44,,,11,19,,,,53,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,11,2019-03-16,209,195,,36,10,,,17,,,0,46,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,12,2019-03-23,208,196,,51,,,,13,,,0,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,13,2019-03-30,186,173,,35,,,,13,,,,52,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,14,2019-04-06,208,192,,42,,,,17,,,,38,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,15,2019-04-13,198,183,,28,,,,22,,,,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,16,2019-04-20,227,212,,44,,,,23,,,,47,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,17,2019-04-27,180,155,0,36,,,,15,,,0,32,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,18,2019-05-04,195,180,,35,,,,23,,0,,36,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Montana,2019,19,2019-05-11,195,174,,38,,,,18,,,0,47,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,20,2019-05-18,192,174,,35,,10,0,12,,,,39,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,21,2019-05-25,189,173,0,41,,,,20,,,0,52,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,22,2019-06-01,185,158,,39,,,,11,,,,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,23,2019-06-08,201,171,,40,,,,13,,,,42,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,24,2019-06-15,193,178,,38,,,,16,,,,44,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,25,2019-06-22,168,149,0,47,,,,,0,,,40,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,26,2019-06-29,207,183,,46,,11,,14,,,,39,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,27,2019-07-06,193,165,,44,,,,12,,,,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,28,2019-07-13,170,147,,32,,,,17,,,0,30,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Montana,2019,29,2019-07-20,196,167,,33,,,,14,,,,37,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,30,2019-07-27,219,183,,35,,,,12,,,,56,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,31,2019-08-03,187,164,0,43,,,,10,,,,37,10,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,32,2019-08-10,186,149,0,30,,,,16,,,0,42,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,33,2019-08-17,175,150,0,32,,,,12,,,,43,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,34,2019-08-24,193,169,0,31,,,,17,,,,61,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,35,2019-08-31,202,170,,43,,,,13,,,,43,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,36,2019-09-07,205,183,,39,,,,20,,,,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,37,2019-09-14,186,167,,34,,11,,10,,,0,42,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2019,38,2019-09-21,185,168,,41,,10,,,,0,,48,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,39,2019-09-28,197,176,0,29,,,,10,,,,50,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,40,2019-10-05,210,192,,46,,12,,14,0,0,0,47,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
Montana,2019,41,2019-10-12,201,187,,42,,,,15,,,,43,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,42,2019-10-19,203,189,,38,,,0,15,,,,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,43,2019-10-26,203,186,,43,,,,12,,,,46,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2019,44,2019-11-02,189,178,,40,,,,11,,,,45,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,45,2019-11-09,199,177,0,52,,,,16,0,,,39,10,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2019,46,2019-11-16,186,163,0,33,,,,10,,,,36,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
